OMP_NUM_THREADS,Execution_Time
1,0.236688
2,0.141687
3,0.110013
4,0.093410
5,0.082990
6,0.074023
7,0.069048
8,0.063966
9,0.059479
10,0.055838
11,0.052682
12,0.049909
13,0.050257
14,0.049745
15,0.050292
16,0.050121
17,0.049840
18,0.049114
19,0.049562
20,0.048864
21,0.048653
22,0.048782
23,0.047915
24,0.050938
